UnitNumber,price,overall_satisfaction,reviews,room_type,accommodates,bedrooms,minstay,neighborhood,district,WalkScore,TransitScore,BikeScore,PctRentals
996,125,5,3,Entire home/apt,2,1,2,North Center,North,88,66,71,0.019466828
997,35,4.5,53,Private room,2,1,1,North Center,North,88,66,71,0.019466828
998,130,5,30,Entire home/apt,3,1,2,North Center,North,88,66,71,0.019466828
999,128,5,89,Entire home/apt,9,2,2,North Center,North,88,66,71,0.019466828
1000,69,5,102,Private room,4,1,2,North Center,North,88,66,71,0.019466828
1001,150,5,8,Entire home/apt,5,2,3,North Center,North,88,66,71,0.019466828
1002,109,4.5,14,Entire home/apt,5,2,3,North Center,North,88,66,71,0.019466828
1003,239,5,27,Entire home/apt,6,3,2,North Center,North,88,66,71,0.019466828
1004,150,5,37,Entire home/apt,6,2,1,North Center,North,88,66,71,0.019466828
1005,99,5,13,Entire home/apt,6,3,1,North Center,North,88,66,71,0.019466828
1006,49,4,7,Entire home/apt,2,1,NA,North Center,North,88,66,71,0.019466828
1007,120,5,9,Entire home/apt,3,2,2,North Center,North,88,66,71,0.019466828
1008,135,5,5,Entire home/apt,4,2,2,North Center,North,88,66,71,0.019466828
1009,116,4.5,24,Entire home/apt,4,2,3,North Center,North,88,66,71,0.019466828
1010,90,4.5,8,Private room,1,1,1,North Center,North,88,66,71,0.019466828
1011,54,5,7,Entire home/apt,4,2,3,North Center,North,88,66,71,0.019466828
1012,95,4.5,5,Entire home/apt,2,0,1,North Center,North,88,66,71,0.019466828
1013,42,5,3,Private room,2,1,1,North Center,North,88,66,71,0.019466828
1014,100,5,4,Entire home/apt,2,1,2,North Center,North,88,66,71,0.019466828
1015,65,4.5,3,Private room,2,1,1,North Center,North,88,66,71,0.019466828
1016,200,4.5,3,Entire home/apt,7,3,3,North Park,Far North,73,54,72,0.025647977
1017,130,5,35,Entire home/apt,6,3,2,North Park,Far North,73,54,72,0.025647977
1018,51,5,3,Private room,2,1,2,North Park,Far North,73,54,72,0.025647977
1019,75,5,15,Entire home/apt,2,1,3,North Park,Far North,73,54,72,0.025647977
1020,135,4.5,6,Entire home/apt,2,1,1,North Park,Far North,73,54,72,0.025647977
1021,100,5,19,Private room,2,1,2,North Park,Far North,73,54,72,0.025647977
1022,49,4.5,7,Private room,2,1,1,North Park,Far North,73,54,72,0.025647977
1023,95,5,75,Entire home/apt,4,1,1,O'Hare,Far North,57,51,44,0.007740051
1024,80,5,9,Private room,2,1,1,O'Hare,Far North,57,51,44,0.007740051
1025,100,5,6,Entire home/apt,2,2,3,O'Hare,Far North,57,51,44,0.007740051
1026,60,5,15,Private room,2,1,2,O'Hare,Far North,57,51,44,0.007740051
1027,51,5,44,Private room,2,1,1,O'Hare,Far North,57,51,44,0.007740051
1028,99,3.5,4,Entire home/apt,3,2,1,Portage Park,Northwest,74,59,64,0.012522941
1029,24,5,4,Shared room,4,1,2,Portage Park,Northwest,74,59,64,0.012522941
1030,39,4.5,6,Private room,2,1,1,Portage Park,Northwest,74,59,64,0.012522941
1031,250,4,43,Entire home/apt,10,4,1,Portage Park,Northwest,74,59,64,0.012522941
1032,22,4.5,6,Shared room,4,1,2,Portage Park,Northwest,74,59,64,0.012522941
1033,54,5,21,Private room,2,1,1,Portage Park,Northwest,74,59,64,0.012522941
1034,39,5,8,Private room,3,1,2,Portage Park,Northwest,74,59,64,0.012522941
1035,45,5,14,Private room,1,1,2,Portage Park,Northwest,74,59,64,0.012522941
1036,25,5,4,Shared room,3,1,NA,Portage Park,Northwest,74,59,64,0.012522941
1037,55,5,13,Private room,2,1,2,Portage Park,Northwest,74,59,64,0.012522941
1038,79,4,3,Entire home/apt,2,2,1,Portage Park,Northwest,74,59,64,0.012522941
1039,29,4.5,22,Shared room,4,1,1,Portage Park,Northwest,74,59,64,0.012522941
1040,29,5,9,Shared room,4,1,NA,Portage Park,Northwest,74,59,64,0.012522941
1041,74,5,7,Entire home/apt,4,1,1,Portage Park,Northwest,74,59,64,0.012522941
1042,86,4.5,106,Entire home/apt,5,2,1,Portage Park,Northwest,74,59,64,0.012522941
1043,29,4.5,6,Shared room,3,1,2,Portage Park,Northwest,74,59,64,0.012522941
1044,52,4.5,16,Private room,2,1,2,Portage Park,Northwest,74,59,64,0.012522941
1045,225,5,133,Entire home/apt,8,3,3,Portage Park,Northwest,74,59,64,0.012522941
1046,20,4.5,6,Shared room,8,1,NA,Portage Park,Northwest,74,59,64,0.012522941
1047,55,4.5,22,Private room,2,1,1,Portage Park,Northwest,74,59,64,0.012522941
1048,75,5,5,Private room,2,1,1,Pullman,Far Southeast,49,62,51,0.82756499
1049,94,4.5,28,Entire home/apt,5,2,3,Pullman,Far Southeast,49,62,51,0.82756499
1050,95,5,3,Private room,2,1,2,Pullman,Far Southeast,49,62,51,0.82756499
1051,75,5,27,Entire home/apt,1,1,1,Pullman,Far Southeast,49,62,51,0.82756499
1052,102,5,170,Entire home/apt,3,1,1,Pullman,Far Southeast,49,62,51,0.82756499
1053,55,4.5,7,Entire home/apt,2,0,4,Rogers Park,Far North,86,74,73,0.24484394
1054,30,4.5,35,Private room,1,1,1,Rogers Park,Far North,86,74,73,0.24484394
1055,40,4.5,20,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1056,35,4,5,Entire home/apt,3,0,1,Rogers Park,Far North,86,74,73,0.24484394
1057,45,5,24,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1058,35,5,14,Private room,1,1,1,Rogers Park,Far North,86,74,73,0.24484394
1059,40,4.5,14,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1060,149,5,4,Entire home/apt,4,2,2,Rogers Park,Far North,86,74,73,0.24484394
1061,39,5,10,Private room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1062,103,5,8,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1063,45,4.5,77,Private room,4,1,1,Rogers Park,Far North,86,74,73,0.24484394
1064,159,4.5,9,Entire home/apt,4,2,1,Rogers Park,Far North,86,74,73,0.24484394
1065,169,5,8,Entire home/apt,6,3,2,Rogers Park,Far North,86,74,73,0.24484394
1066,105,5,43,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73,0.24484394
1067,48,4.5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1068,85,4.5,12,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1069,95,4.5,25,Entire home/apt,2,1,3,Rogers Park,Far North,86,74,73,0.24484394
1070,45,5,7,Shared room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1071,350,5,6,Entire home/apt,10,4,4,Rogers Park,Far North,86,74,73,0.24484394
1072,45,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1073,52,5,19,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1074,65,4.5,11,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1075,150,5,4,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73,0.24484394
1076,59,5,126,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1077,50,5,40,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1078,40,5,3,Private room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1079,120,4,54,Entire home/apt,8,3,NA,Rogers Park,Far North,86,74,73,0.24484394
1080,80,5,13,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73,0.24484394
1081,85,4.5,40,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73,0.24484394
1082,60,4.5,22,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1083,57,4.5,15,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73,0.24484394
1084,75,5,4,Entire home/apt,3,2,2,Rogers Park,Far North,86,74,73,0.24484394
1085,67,5,16,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1086,65,5,30,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1087,19,4.5,17,Shared room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1088,100,4.5,22,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73,0.24484394
1089,50,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1090,32,5,3,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1091,75,5,67,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1092,90,4,3,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1093,59,5,109,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1094,96,5,62,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1095,63,4.5,29,Private room,2,1,5,Rogers Park,Far North,86,74,73,0.24484394
1096,45,5,34,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1097,63,5,18,Private room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1098,50,5,226,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1099,88,5,18,Private room,6,1,2,Rogers Park,Far North,86,74,73,0.24484394
1100,86,4.5,17,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73,0.24484394
1101,44,4.5,4,Shared room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1102,69,5,96,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1103,25,4.5,3,Shared room,1,1,1,Rogers Park,Far North,86,74,73,0.24484394
1104,42,4.5,3,Private room,2,1,7,Rogers Park,Far North,86,74,73,0.24484394
1105,120,4.5,11,Entire home/apt,4,2,NA,Rogers Park,Far North,86,74,73,0.24484394
1106,40,4.5,70,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1107,95,4.5,14,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73,0.24484394
1108,45,5,54,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1109,100,4.5,11,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1110,120,5,100,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73,0.24484394
1111,50,5,24,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1112,51,5,10,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1113,75,4.5,22,Private room,3,1,1,Rogers Park,Far North,86,74,73,0.24484394
1114,50,5,6,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1115,240,5,19,Entire home/apt,6,3,2,Rogers Park,Far North,86,74,73,0.24484394
1116,195,5,5,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73,0.24484394
1117,59,4,9,Entire home/apt,2,1,7,Rogers Park,Far North,86,74,73,0.24484394
1118,75,5,10,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73,0.24484394
1119,50,4.5,4,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1120,100,4.5,14,Entire home/apt,4,0,NA,Rogers Park,Far North,86,74,73,0.24484394
1121,75,5,7,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1122,58,5,5,Entire home/apt,3,1,1,Rogers Park,Far North,86,74,73,0.24484394
1123,109,4.5,105,Entire home/apt,7,2,3,Rogers Park,Far North,86,74,73,0.24484394
1124,124,5,37,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73,0.24484394
1125,50,5,20,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1126,55,4.5,48,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1127,45,5,47,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1128,100,4,63,Entire home/apt,6,2,NA,Rogers Park,Far North,86,74,73,0.24484394
1129,30,4.5,10,Shared room,3,1,1,Rogers Park,Far North,86,74,73,0.24484394
1130,65,4.5,123,Entire home/apt,5,2,1,Rogers Park,Far North,86,74,73,0.24484394
1131,75,5,64,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1132,45,5,9,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1133,55,5,10,Entire home/apt,3,2,3,Rogers Park,Far North,86,74,73,0.24484394
1134,34,5,12,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1135,100,4.5,3,Shared room,4,1,1,Rogers Park,Far North,86,74,73,0.24484394
1136,55,4,61,Private room,4,1,1,Rogers Park,Far North,86,74,73,0.24484394
1137,41,4.5,22,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1138,33,4.5,38,Shared room,2,1,5,Rogers Park,Far North,86,74,73,0.24484394
1139,100,4.5,17,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73,0.24484394
1140,63,5,11,Private room,1,1,2,Rogers Park,Far North,86,74,73,0.24484394
1141,120,4.5,26,Entire home/apt,5,1,2,Rogers Park,Far North,86,74,73,0.24484394
1142,37,5,195,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1143,120,4.5,3,Entire home/apt,4,1,7,Rogers Park,Far North,86,74,73,0.24484394
1144,103,4.5,15,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73,0.24484394
1145,50,3.5,34,Entire home/apt,4,1,1,Rogers Park,Far North,86,74,73,0.24484394
1146,200,5,15,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73,0.24484394
1147,50,4.5,17,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1148,75,5,19,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1149,200,5,6,Entire home/apt,6,2,2,Rogers Park,Far North,86,74,73,0.24484394
1150,45,4,3,Shared room,3,1,2,Rogers Park,Far North,86,74,73,0.24484394
1151,85,4.5,3,Entire home/apt,4,1,1,Rogers Park,Far North,86,74,73,0.24484394
1152,40,5,5,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1153,100,4.5,8,Entire home/apt,3,1,2,Rogers Park,Far North,86,74,73,0.24484394
1154,85,5,5,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1155,35,2.5,4,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1156,55,5,9,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1157,110,5,20,Entire home/apt,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1158,48,5,6,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1159,127,4.5,39,Entire home/apt,5,2,2,Rogers Park,Far North,86,74,73,0.24484394
1160,75,5,15,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1161,400,5,7,Entire home/apt,6,2,1,Rogers Park,Far North,86,74,73,0.24484394
1162,120,5,21,Entire home/apt,4,2,3,Rogers Park,Far North,86,74,73,0.24484394
1163,149,5,10,Entire home/apt,5,2,4,Rogers Park,Far North,86,74,73,0.24484394
1164,85,4.5,13,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1165,30,4.5,7,Private room,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1166,10,5,4,Shared room,1,1,1,Rogers Park,Far North,86,74,73,0.24484394
1167,65,5,50,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1168,60,5,26,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1169,145,5,56,Entire home/apt,8,2,2,Rogers Park,Far North,86,74,73,0.24484394
1170,120,4.5,31,Entire home/apt,6,2,NA,Rogers Park,Far North,86,74,73,0.24484394
1171,71,5,26,Private room,2,1,2,Rogers Park,Far North,86,74,73,0.24484394
1172,159,5,93,Entire home/apt,4,2,2,Rogers Park,Far North,86,74,73,0.24484394
1173,55,5,12,Entire home/apt,4,1,2,Rogers Park,Far North,86,74,73,0.24484394
1174,56,5,5,Entire home/apt,4,0,1,Rogers Park,Far North,86,74,73,0.24484394
1175,45,4.5,4,Entire home/apt,2,1,1,Rogers Park,Far North,86,74,73,0.24484394
1176,20,4,9,Shared room,3,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1177,60,4,8,Private room,2,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1178,20,5,9,Shared room,6,1,2,South Chicago,Far Southeast,70,63,61,0.740985941
1179,20,5,5,Shared room,1,1,2,South Chicago,Far Southeast,70,63,61,0.740985941
1180,20,4.5,3,Shared room,1,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1181,30,4,3,Private room,3,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1182,20,4.5,13,Shared room,3,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1183,20,4.5,13,Shared room,2,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1184,20,4,14,Private room,3,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1185,45,4.5,4,Private room,1,1,1,South Chicago,Far Southeast,70,63,61,0.740985941
1186,65,4.5,5,Private room,4,1,1,South Shore,South,75,68,70,0.934656275
1187,55,5,4,Private room,1,1,2,South Shore,South,75,68,70,0.934656275
1188,29,4,8,Private room,2,1,2,South Shore,South,75,68,70,0.934656275
1189,30,4.5,28,Private room,2,1,1,South Shore,South,75,68,70,0.934656275
1190,80,5,21,Entire home/apt,2,1,1,South Shore,South,75,68,70,0.934656275
1191,109,4.5,10,Private room,2,1,1,South Shore,South,75,68,70,0.934656275
1192,40,4,6,Private room,2,1,1,South Shore,South,75,68,70,0.934656275
1193,40,4.5,73,Entire home/apt,8,2,1,South Shore,South,75,68,70,0.934656275
1194,100,4.5,22,Entire home/apt,4,2,2,South Shore,South,75,68,70,0.934656275
1195,98,5,122,Entire home/apt,2,2,1,South Shore,South,75,68,70,0.934656275
1196,150,5,9,Entire home/apt,5,2,NA,The Loop,Central,93,99,84,0.123527301
1197,199,5,6,Entire home/apt,2,1,4,The Loop,Central,93,99,84,0.123527301
1198,119,4.5,8,Entire home/apt,2,1,3,The Loop,Central,93,99,84,0.123527301
1199,499,5,12,Entire home/apt,5,1,5,The Loop,Central,93,99,84,0.123527301
1200,329,4.5,8,Entire home/apt,10,3,1,The Loop,Central,93,99,84,0.123527301
1201,200,5,8,Entire home/apt,3,1,NA,The Loop,Central,93,99,84,0.123527301
1202,160,5,23,Entire home/apt,4,1,1,The Loop,Central,93,99,84,0.123527301
1203,185,5,20,Entire home/apt,3,1,2,The Loop,Central,93,99,84,0.123527301
1204,124,5,7,Private room,2,1,NA,The Loop,Central,93,99,84,0.123527301
1205,95,5,34,Private room,1,1,1,The Loop,Central,93,99,84,0.123527301
1206,195,4.5,103,Entire home/apt,4,1,1,The Loop,Central,93,99,84,0.123527301
1207,200,5,7,Entire home/apt,2,1,2,The Loop,Central,93,99,84,0.123527301
1208,249,4.5,10,Entire home/apt,8,2,1,The Loop,Central,93,99,84,0.123527301
1209,166,5,3,Entire home/apt,4,1,14,The Loop,Central,93,99,84,0.123527301
1210,195,4.5,6,Entire home/apt,3,1,2,The Loop,Central,93,99,84,0.123527301
1211,175,5,154,Entire home/apt,3,1,1,The Loop,Central,93,99,84,0.123527301
1212,135,4,4,Entire home/apt,2,0,1,The Loop,Central,93,99,84,0.123527301
1213,149,5,5,Entire home/apt,3,1,NA,The Loop,Central,93,99,84,0.123527301
1214,275,5,9,Entire home/apt,2,1,6,The Loop,Central,93,99,84,0.123527301
1215,65,4.5,107,Private room,3,1,3,The Loop,Central,93,99,84,0.123527301
1216,299,4,6,Entire home/apt,3,1,1,The Loop,Central,93,99,84,0.123527301
1217,220,4.5,4,Entire home/apt,6,2,9,The Loop,Central,93,99,84,0.123527301
1218,76,5,4,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1219,225,5,4,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1220,120,4.5,15,Private room,3,1,NA,The Loop,Central,93,99,84,0.123527301
1221,90,5,16,Entire home/apt,5,0,1,The Loop,Central,93,99,84,0.123527301
1222,250,5,62,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1223,299,4.5,9,Entire home/apt,10,2,NA,The Loop,Central,93,99,84,0.123527301
1224,150,5,28,Entire home/apt,3,0,1,The Loop,Central,93,99,84,0.123527301
1225,499,5,35,Entire home/apt,6,3,NA,The Loop,Central,93,99,84,0.123527301
1226,260,5,4,Entire home/apt,6,2,1,The Loop,Central,93,99,84,0.123527301
1227,199,5,9,Entire home/apt,8,2,1,The Loop,Central,93,99,84,0.123527301
1228,89,4,4,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1229,120,3.5,3,Private room,1,1,1,The Loop,Central,93,99,84,0.123527301
1230,25,4.5,11,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1231,91,4.5,18,Entire home/apt,2,1,7,The Loop,Central,93,99,84,0.123527301
1232,275,4.5,12,Entire home/apt,5,2,2,The Loop,Central,93,99,84,0.123527301
1233,189,4,17,Entire home/apt,4,0,2,The Loop,Central,93,99,84,0.123527301
1234,235,3.5,5,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1235,225,4.5,3,Entire home/apt,2,1,1,The Loop,Central,93,99,84,0.123527301
1236,345,4.5,5,Entire home/apt,6,2,3,The Loop,Central,93,99,84,0.123527301
1237,175,4,3,Entire home/apt,4,1,3,The Loop,Central,93,99,84,0.123527301
1238,150,4.5,83,Entire home/apt,3,1,NA,The Loop,Central,93,99,84,0.123527301
1239,250,4.5,157,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1240,249,4.5,6,Entire home/apt,8,2,NA,The Loop,Central,93,99,84,0.123527301
1241,76,4,6,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1242,209,4.5,6,Entire home/apt,4,1,7,The Loop,Central,93,99,84,0.123527301
1243,200,4.5,3,Entire home/apt,4,1,2,The Loop,Central,93,99,84,0.123527301
1244,299,5,35,Entire home/apt,4,2,NA,The Loop,Central,93,99,84,0.123527301
1245,155,4.5,23,Entire home/apt,4,1,1,The Loop,Central,93,99,84,0.123527301
1246,195,5,63,Entire home/apt,5,1,1,The Loop,Central,93,99,84,0.123527301
1247,215,5,34,Entire home/apt,3,1,2,The Loop,Central,93,99,84,0.123527301
1248,388,5,40,Entire home/apt,5,2,NA,The Loop,Central,93,99,84,0.123527301
1249,80,5,13,Private room,2,1,3,The Loop,Central,93,99,84,0.123527301
1250,149,4.5,7,Entire home/apt,3,0,NA,The Loop,Central,93,99,84,0.123527301
1251,155,5,4,Entire home/apt,6,1,2,The Loop,Central,93,99,84,0.123527301
1252,120,4.5,4,Entire home/apt,4,2,3,The Loop,Central,93,99,84,0.123527301
1253,25,5,5,Entire home/apt,1,0,1,The Loop,Central,93,99,84,0.123527301
1254,145,4.5,6,Entire home/apt,3,1,3,The Loop,Central,93,99,84,0.123527301
1255,299,5,10,Entire home/apt,8,2,1,The Loop,Central,93,99,84,0.123527301
1256,299,5,8,Entire home/apt,10,2,NA,The Loop,Central,93,99,84,0.123527301
1257,299,5,6,Entire home/apt,10,2,1,The Loop,Central,93,99,84,0.123527301
1258,195,4.5,11,Entire home/apt,4,1,1,The Loop,Central,93,99,84,0.123527301
1259,199,5,8,Entire home/apt,8,2,NA,The Loop,Central,93,99,84,0.123527301
1260,129,5,15,Entire home/apt,2,0,3,The Loop,Central,93,99,84,0.123527301
1261,200,5,33,Entire home/apt,4,1,1,The Loop,Central,93,99,84,0.123527301
1262,46,5,261,Private room,2,1,3,The Loop,Central,93,99,84,0.123527301
1263,259,4.5,4,Entire home/apt,5,2,2,The Loop,Central,93,99,84,0.123527301
1264,149,5,5,Entire home/apt,4,2,3,The Loop,Central,93,99,84,0.123527301
1265,145,5,5,Entire home/apt,4,1,3,The Loop,Central,93,99,84,0.123527301
1266,199,4.5,11,Entire home/apt,8,2,NA,The Loop,Central,93,99,84,0.123527301
1267,125,5,3,Entire home/apt,3,1,1,The Loop,Central,93,99,84,0.123527301
1268,68,4.5,99,Private room,4,1,1,The Loop,Central,93,99,84,0.123527301
1269,78,5,3,Private room,2,1,NA,The Loop,Central,93,99,84,0.123527301
1270,100,5,15,Entire home/apt,3,1,1,The Loop,Central,93,99,84,0.123527301
1271,195,4.5,23,Entire home/apt,5,2,3,The Loop,Central,93,99,84,0.123527301
1272,275,5,60,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1273,108,5,108,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1274,250,5,15,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1275,160,5,3,Entire home/apt,4,1,5,The Loop,Central,93,99,84,0.123527301
1276,200,4,8,Entire home/apt,4,0,3,The Loop,Central,93,99,84,0.123527301
1277,140,4.5,4,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1278,99,4.5,25,Entire home/apt,3,1,3,The Loop,Central,93,99,84,0.123527301
1279,500,4.5,45,Entire home/apt,8,2,NA,The Loop,Central,93,99,84,0.123527301
1280,125,5,7,Private room,2,1,2,The Loop,Central,93,99,84,0.123527301
1281,375,5,23,Entire home/apt,8,3,NA,The Loop,Central,93,99,84,0.123527301
1282,89,4.5,17,Entire home/apt,2,0,2,The Loop,Central,93,99,84,0.123527301
1283,140,5,36,Entire home/apt,2,0,1,The Loop,Central,93,99,84,0.123527301
1284,47,4.5,120,Private room,2,1,4,The Loop,Central,93,99,84,0.123527301
1285,329,5,10,Entire home/apt,10,3,1,The Loop,Central,93,99,84,0.123527301
1286,250,4.5,11,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1287,298,5,4,Entire home/apt,10,2,NA,The Loop,Central,93,99,84,0.123527301
1288,100,4.5,5,Private room,4,1,2,The Loop,Central,93,99,84,0.123527301
1289,199,5,11,Entire home/apt,6,2,1,The Loop,Central,93,99,84,0.123527301
1290,50,4,13,Private room,2,1,1,The Loop,Central,93,99,84,0.123527301
1291,195,4.5,4,Entire home/apt,3,1,2,The Loop,Central,93,99,84,0.123527301
1292,250,5,8,Entire home/apt,4,1,NA,The Loop,Central,93,99,84,0.123527301
1293,275,5,47,Entire home/apt,5,2,1,The Loop,Central,93,99,84,0.123527301
1294,250,4.5,149,Entire home/apt,6,2,1,The Loop,Central,93,99,84,0.123527301
1295,220,4.5,10,Entire home/apt,4,1,5,The Loop,Central,93,99,84,0.123527301
1296,175,4.5,99,Entire home/apt,3,1,1,The Loop,Central,93,99,84,0.123527301
1297,100,4.5,28,Entire home/apt,2,2,1,Uptown,Far North,91,79,82,0.207573861
1298,975,5,50,Entire home/apt,16,5,2,Uptown,Far North,91,79,82,0.207573861
1299,199,5,10,Entire home/apt,2,1,NA,Uptown,Far North,91,79,82,0.207573861
1300,60,5,4,Private room,4,1,1,Uptown,Far North,91,79,82,0.207573861
1301,69,5,33,Private room,3,1,1,Uptown,Far North,91,79,82,0.207573861
1302,85,5,8,Shared room,4,1,1,Uptown,Far North,91,79,82,0.207573861
1303,27,5,10,Shared room,1,1,3,Uptown,Far North,91,79,82,0.207573861
1304,48,5,88,Private room,1,1,3,Uptown,Far North,91,79,82,0.207573861
1305,131,5,4,Entire home/apt,5,3,3,Uptown,Far North,91,79,82,0.207573861
1306,200,5,12,Entire home/apt,3,2,3,Uptown,Far North,91,79,82,0.207573861
1307,99,4.5,21,Entire home/apt,2,1,7,Uptown,Far North,91,79,82,0.207573861
1308,160,5,4,Entire home/apt,7,2,3,Uptown,Far North,91,79,82,0.207573861
1309,75,5,23,Private room,3,1,1,Uptown,Far North,91,79,82,0.207573861
1310,105,5,5,Private room,3,1,1,Uptown,Far North,91,79,82,0.207573861
1311,90,5,6,Entire home/apt,4,1,1,Uptown,Far North,91,79,82,0.207573861
1312,85,4.5,3,Entire home/apt,2,1,2,Uptown,Far North,91,79,82,0.207573861
1313,110,5,34,Entire home/apt,3,1,NA,Uptown,Far North,91,79,82,0.207573861
