"spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"notspam","yes","yes","yes","no","no","no","no","no","no","no",1.37,40,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","yes","yes","yes","no","no","no",11.43,154,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",4.908,135,"HTML","yes","yes","no",18,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",17.778,188,"HTML","no","yes","no",16,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",72.609,980,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",34.056,801,"HTML","no","no","no",26,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.763,24,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.998,82,"HTML","no","no","no",4,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",3.223,78,"HTML","yes","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",5.005,118,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.22,34,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.402,20,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.195,8,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",4.549,67,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","yes","yes","yes","no","no","no",28.468,575,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",12.766,247,"HTML","no","no","no",43,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.313,148,"Plain","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",14.65,301,"HTML","no","no","no",14,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",5.689,143,"HTML","yes","yes","no",18,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.637,27,"Plain","no","no","yes",0,"none"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",2.844,72,"Plain","yes","no","no",1,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.327,14,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.549,154,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",7.183,192,"HTML","yes","no","no",10,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",25.071,331,"Plain","no","no","no",1,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.631,16,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.532,66,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",0.9,29,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.093,16,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","yes","no","no",26.344,656,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",18.381,332,"HTML","no","no","no",9,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.745,158,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.475,18,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","yes","no","no","no","no",12.809,273,"HTML","no","no","no",2,"big"
"notspam","yes","yes","no","no","no","yes","yes","no","no","no",10.293,160,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",22.344,411,"HTML","no","no","no",49,"small"
"notspam","yes","yes","no","no","yes","yes","yes","no","no","no",12.042,228,"Plain","no","yes","no",1,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.546,25,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",21.832,455,"HTML","no","no","no",28,"big"
"spam","no","yes","no","no","no","no","yes","no","no","no",0.998,19,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.643,68,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.126,50,"Plain","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","yes",1.982,49,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",22.189,699,"HTML","yes","no","no",16,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.552,17,"HTML","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.396,14,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.986,210,"HTML","yes","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.984,28,"HTML","no","no","no",3,"small"
"notspam","no","yes","yes","yes","no","yes","yes","no","no","no",7.33,189,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.306,10,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.892,142,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.054,3,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",5.708,153,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.551,625,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.889,84,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",10.651,257,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.973,137,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.189,312,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",12.116,270,"HTML","no","no","no",7,"small"
"notspam","yes","yes","no","yes","no","no","yes","no","no","no",31.398,652,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.6,17,"HTML","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",3.179,71,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","yes","no","yes",29.059,479,"HTML","no","no","no",5,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",8.533,276,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",1.183,32,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",10.185,132,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.4,19,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",5.066,106,"HTML","no","yes","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.911,17,"Plain","no","no","no",1,"small"
"notspam","yes","yes","no","yes","no","yes","no","no","no","no",11.958,178,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.584,19,"Plain","yes","no","no",1,"small"
"spam","no","yes","no","no","no","yes","no","no","no","no",0.459,21,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",1.59,35,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.243,37,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.766,92,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.01,18,"HTML","no","no","no",0,"big"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",1.517,31,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.937,64,"Plain","yes","no","no",2,"small"
"spam","no","yes","yes","no","no","yes","no","no","no","no",0.537,22,"Plain","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.84,16,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.622,83,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",4.341,93,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",11.234,277,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",74.937,1451,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",6.926,97,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",5.534,109,"HTML","yes","no","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.831,20,"HTML","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",8.937,211,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",4.877,111,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.326,10,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","yes",6.89,129,"HTML","yes","no","no",6,"big"
"notspam","no","yes","yes","yes","yes","yes","no","no","no","no",30.084,880,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.566,96,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",3.063,58,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.197,148,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",16.043,256,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",6.202,130,"HTML","yes","no","no",6,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",6.912,155,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.088,259,"HTML","no","no","no",3,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.242,134,"Plain","no","yes","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.208,30,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",7.296,108,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.422,622,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",3.225,48,"Plain","no","yes","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.348,94,"HTML","yes","no","no",2,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.25,49,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.51,36,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",7.871,153,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.346,619,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.002,134,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.754,17,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",4.56,98,"HTML","no","no","no",2,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",18.24,184,"HTML","no","no","no",4,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",29.098,704,"HTML","no","no","no",1,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",13.224,174,"Plain","no","yes","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.634,204,"HTML","no","yes","no",14,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","yes",1.53,44,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",18.175,242,"HTML","no","yes","no",10,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",26.849,664,"HTML","no","no","no",2,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",26.526,365,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",20.609,269,"HTML","no","yes","no",24,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.839,665,"HTML","no","no","no",2,"small"
"notspam","no","yes","yes","yes","no","yes","no","no","no","no",11.569,260,"HTML","yes","no","no",7,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.326,12,"Plain","no","no","no",4,"none"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",13.811,522,"HTML","yes","no","no",7,"big"
"notspam","no","yes","yes","no","no","no","no","no","no","no",22.929,570,"HTML","yes","no","no",13,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",8.28,204,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",10.38,293,"HTML","yes","no","no",4,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.758,17,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",11.639,240,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.246,66,"Plain","no","no","no",2,"small"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",5.049,79,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",6.888,172,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",16.297,284,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",30.611,739,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.996,77,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.654,18,"HTML","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",64.202,1139,"HTML","no","no","no",96,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.959,648,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.569,38,"HTML","no","no","no",2,"none"
"notspam","no","yes","no","no","no","no","yes","no","no","no",3.123,67,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.826,17,"Plain","no","yes","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.505,12,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","no","no","no","no","no","no",7.305,107,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",15.107,342,"HTML","no","yes","no",2,"big"
"notspam","no","yes","yes","no","no","yes","no","no","no","no",6.9,188,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.195,156,"HTML","no","yes","no",12,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",0.397,14,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.189,39,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",12.225,288,"HTML","no","no","no",2,"big"
"notspam","yes","yes","no","yes","no","no","no","no","no","no",4.837,193,"HTML","no","no","no",1,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.265,51,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.481,228,"HTML","no","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",12.268,259,"Plain","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.623,25,"Plain","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","yes","no","no","no",2.62,69,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",10.366,198,"HTML","no","no","no",1,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",1.132,33,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",12.862,333,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.157,251,"HTML","no","no","no",44,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.957,72,"Plain","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",28.418,529,"HTML","no","no","no",30,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",8.087,136,"HTML","no","yes","no",16,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.293,637,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",1.062,28,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.056,69,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.426,17,"Plain","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.791,117,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",7.018,169,"HTML","yes","no","no",0,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",1.046,26,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",3.877,82,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.674,140,"HTML","no","no","no",8,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.84,67,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.711,23,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",3.22,66,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.6,74,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",9.887,181,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.72,17,"Plain","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",7.515,126,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","yes","yes","no","no","no","no",11.159,362,"HTML","no","no","no",10,"small"
"notspam","no","yes","no","no","no","no","no","no","no","yes",1.929,78,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.728,24,"Plain","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",9.816,130,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",12.473,200,"Plain","yes","no","no",2,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",4.821,107,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.144,307,"HTML","no","yes","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.903,50,"Plain","yes","no","no",0,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.341,18,"Plain","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","no","no","no","no",0.001,1,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.441,34,"Plain","yes","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",5.405,96,"HTML","no","yes","no",2,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.051,3,"Plain","no","no","no",0,"none"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",1.138,58,"Plain","yes","no","no",9,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.802,162,"HTML","no","yes","no",22,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",19.345,473,"HTML","no","yes","no",10,"small"
"notspam","no","yes","yes","no","no","yes","no","no","no","no",1.765,44,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",7.773,192,"HTML","no","no","no",6,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",1.637,37,"HTML","yes","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.596,84,"HTML","yes","no","no",2,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",11.933,165,"Plain","no","no","no",0,"small"
"notspam","yes","yes","yes","yes","no","no","no","no","no","no",18.539,524,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","no","no","no","yes","no","no","no",7.278,201,"HTML","yes","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",0.353,7,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.149,54,"HTML","yes","no","no",4,"small"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",5.486,89,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",9.356,151,"HTML","no","no","no",1,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","yes",6.927,106,"HTML","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.817,38,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",23.19,389,"Plain","no","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",13.157,320,"HTML","yes","no","no",14,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.974,92,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",11.778,323,"HTML","yes","no","no",0,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",0.212,8,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.258,64,"HTML","no","no","no",4,"none"
"notspam","no","yes","yes","no","no","no","no","no","no","no",24.606,611,"HTML","yes","no","no",13,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.653,25,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",4.708,89,"HTML","no","no","no",3,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.785,17,"Plain","no","no","no",1,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",3.215,82,"HTML","no","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","yes",23.747,396,"HTML","no","no","no",8,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",43.494,929,"HTML","yes","no","no",16,"big"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",10.922,241,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",2.375,50,"Plain","yes","no","no",0,"small"
"spam","yes","yes","no","no","no","yes","no","no","no","no",0.341,18,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",33.434,786,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",26.877,667,"HTML","no","no","no",4,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",1.727,38,"Plain","no","no","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",10.904,380,"HTML","no","no","no",9,"big"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.366,177,"HTML","no","yes","no",12,"small"
"spam","no","yes","no","no","no","no","no","yes","no","no",0.819,42,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",2.518,40,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",1.643,18,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",17.383,353,"HTML","no","no","no",17,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",14.061,324,"HTML","no","no","no",4,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",2.828,80,"HTML","yes","no","no",4,"small"
"notspam","yes","yes","no","no","no","no","no","no","no","no",54.598,750,"Plain","no","no","no",0,"none"
"notspam","yes","yes","no","no","yes","yes","no","no","no","no",5.159,82,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",4.174,2,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.517,51,"Plain","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.101,635,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",8.778,202,"HTML","no","no","no",6,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.062,3,"Plain","no","no","no",0,"none"
"spam","no","yes","no","no","no","no","no","no","no","no",0.71,11,"Plain","no","no","no",0,"small"
"notspam","no","yes","yes","yes","no","no","no","no","no","no",10.159,258,"HTML","yes","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",3.155,46,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",7.822,192,"HTML","no","no","no",5,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",11.721,174,"HTML","no","no","no",8,"small"
"notspam","no","yes","yes","yes","no","no","yes","no","no","no",30.295,764,"HTML","yes","no","no",7,"small"
"notspam","yes","yes","no","no","no","yes","no","no","no","no",6.436,202,"HTML","no","no","no",10,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",31.29,1146,"HTML","yes","no","no",8,"big"
"spam","no","yes","yes","no","no","no","yes","no","no","no",2.09,39,"Plain","no","yes","no",0,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",0.888,23,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",25.644,482,"HTML","no","no","no",26,"small"
"spam","no","yes","no","no","no","no","yes","no","no","no",0.9,23,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.553,143,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",33.695,590,"HTML","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","yes","no","yes","no",28.255,527,"HTML","no","no","no",30,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",0.015,3,"HTML","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.289,232,"HTML","no","no","no",7,"small"
"notspam","no","yes","no","yes","no","no","no","no","no","no",12.772,349,"HTML","yes","no","no",0,"small"
"notspam","no","yes","no","yes","yes","yes","no","no","no","no",0.166,6,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",20.527,424,"HTML","no","no","no",15,"big"
"notspam","no","yes","no","yes","no","no","no","no","no","no",17.86,346,"HTML","yes","no","no",4,"small"
"notspam","no","yes","no","no","no","no","no","yes","no","no",26.497,659,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",10.875,264,"HTML","no","no","no",6,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",13.411,180,"HTML","no","no","no",13,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",25.327,637,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","yes","no","no","yes","no","no","no",10.62,281,"HTML","yes","no","no",6,"small"
"notspam","no","yes","yes","no","no","no","no","no","no","no",7.39,101,"HTML","yes","no","no",6,"big"
"notspam","yes","yes","no","no","no","no","no","no","no","no",5.463,75,"Plain","no","no","no",0,"small"
"spam","no","yes","no","no","no","no","no","no","no","no",1.068,14,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",16.071,256,"HTML","no","no","no",1,"small"
"notspam","no","yes","no","no","no","no","yes","no","no","no",1.324,32,"Plain","yes","no","no",0,"big"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.793,17,"Plain","no","no","no",0,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",24.832,624,"HTML","no","no","no",2,"small"
"notspam","no","yes","no","no","no","no","no","no","no","no",0.506,18,"Plain","no","no","no",0,"none"
"notspam","no","yes","no","no","no","no","no","no","no","no",8.88,147,"HTML","no","no","no",3,"small"
